course_id,course_name_en,course_name_th,course_abbrev,credit
2106331,MINERAL AND PROCESS ENGINEERING,วิศวกรรมการแร่และกระบวนการ,MINERAL PROC ENG,3
2106331,MINERAL AND PROCESS ENGINEERING,วิศวกรรมการแร่และกระบวนการ,MINERAL PROC ENG,3
2106332,RESOURCES PROCESS LABORATORY I,ปฏิบัติการกระบวนการทางทรัพยากร 1,RES PROC LAB I,1
2106332,RESOURCES PROCESS LABORATORY I,ปฏิบัติการกระบวนการทางทรัพยากร 1,RES PROC LAB I,1
2106333,RESOURCES PROCESS LABORATORY II,ปฏิบัติการกระบวนการทางทรัพยากร 2,RES PROC LAB II,1
2106333,RESOURCES PROCESS LABORATORY II,ปฏิบัติการกระบวนการทางทรัพยากร 2,RES PROC LAB II,1
2106412,RESOURCES ECONOMICS AND MANAGEMENT,เศรษฐศาสตร์และการจัดการทรัพยากร,RES ECON MGT,3
2106412,RESOURCES ECONOMICS AND MANAGEMENT,เศรษฐศาสตร์และการจัดการทรัพยากร,RES ECON MGT,3
2106415,RESOURCES RECOVERY AND RECYCLING,การนำทรัพยากรมาใช้ใหม่,RES RECOV RECYCL,3
2106415,RESOURCES RECOVERY AND RECYCLING,การนำทรัพยากรมาใช้ใหม่,RES RECOV RECYCL,3
2106415,RESOURCES RECOVERY AND RECYCLING,การนำทรัพยากรมาใช้ใหม่,RES RECOV RECYCL,3
2106432,SEPARATION TECHNOLOGY,เทคโนโลยีในการแยก,SEPARATION TECH,3
2106432,SEPARATION TECHNOLOGY,เทคโนโลยีในการแยก,SEPARATION TECH,3
2106436,GEOTECHNIQUES,ธรณีเทคนิค,GEOTECHNIQUES,3
2106442,GEOTECHNIQUES LABORATORY,ปฏิบัติการธรณีเทคนิค,GEOTECH LAB,1
2106444,ENGINEERING EXPLOSIVES AND ROCK BLASTING,วิศวกรรมวัสดุระเบิดและการระเบิดหิน,ENG EXP ROCK BLAST,3
2106445,UNDERGROUND MINING,การทำเหมืองใต้ดิน,UNDERGROUND MIN,3
2107219,URBAN ENVIRONMENTS,สิ่งแวดล้อมเมือง,URBAN ENVIRONMENTS,3
2107220,ENVIRONMENTS AND DAILY LIFE,สิ่งแวดล้อมกับชีวิตประจำวัน,ENV DAILY LIFE,3
2107551,ENVIRONMENTAL MANAGEMENT SYSTEM ISO 14000,ระบบการจัดการสิ่งแวดล้อม ไอเอสโอ 14000,EMS ISO 14000,3
2108203,SURVEYING PRINCIPLES,หลักการสำรวจ,SURV PRIN,2
2108204,SURVEYING APPLICATIONS,การประยุกต์ใช้สำรวจ,SURVEY APP,2
2108223,PHOTOGRAMMETRY I,การสำรวจด้วยภาพถ่าย 1,PHOTOG I,3
2108233,MATHEMATICAL TOOLS FOR GEOMATICS,เครื่องมือทางคณิตศาสตร์สำหรับจีออเมติกส์,MATH TOOL GEOM,3
2108234,NUMERICAL ANALYSIS IN GEOMATICS,การวิเคราะห์เชิงเลขในงานจีออเมติกส์,NUMER ANA GEOMAT,3
2108234,NUMERICAL ANALYSIS IN GEOMATICS,การวิเคราะห์เชิงเลขในงานจีออเมติกส์,NUMER ANA GEOMAT,3
2108298,SURVEYING,การสำรวจรังวัด,SURVEYING,3
2108305,CONSTRUCTION SURVEYING,การสำรวจเพื่อการก่อสร้าง,CONSTR SURV,3
2108306,FIELD PRACTICE ON TOPOGRAPHIC SURVEYING,การสำรวจภูมิประเทศภาคสนาม,FLD PRAC TOPO SURV,1
2108307,FIELD PRACTICE ON ROUTE SURVEYING,การสำรวจแนวทางภาคสนาม,FLD PRAC ROUT SURV,1
2108307,FIELD PRACTICE ON ROUTE SURVEYING,การสำรวจแนวทางภาคสนาม,FLD PRAC ROUT SURV,1
2108311,GLOBAL GEODESY,ยีออเดซีพิภพ,GLOB GEOD,3
2108323,REMOTE SENSING,การสำรวจข้อมูลระยะไกล,REM SENS,3
2108324,PHOTOGRAMMETRY II,การสำรวจจากภาพถ่าย 2,PHOTOG II,3
2108332,ADJUSTMENT COMPUTATION,การคำนวณปรับแก้,ADJUST COMP,3
2108332,ADJUSTMENT COMPUTATION,การคำนวณปรับแก้,ADJUST COMP,3
2108342,MATHEMATICAL CARTOGRAPHY,การแผนที่เชิงคณิต,MATH CARTO,3
2108353,CADASTRAL SYSTEMS,ระบบงานที่ดิน,CADAST SYS,3
2108374,CLOSE RANGE PHOTOGRAMMETRY,การสำรวจด้วยภาพถ่ายระยะใกล้,CLOSE RNG PHOTOG,3
2108408,COMPUTER AIDED SURVEYING AND DESIGN,คอมพิวเตอร์ช่วยในการสำรวจและออกแบบ,COMP SURV DESIGN,3
2108411,HIGH PRECISION SURVEYING,การสำรวจแบบความละเอียดสูง,HI PREC SURVEY,2
2108412,SATELLITE SURVEYING,งานรังวัดดาวเทียม,SAT SURVEY,3
2108413,FIELD PRACTICE ON PRECISE SURVEYING,การสำรวจความละเอียดสูงภาคสนาม,FLD PRAC PRE SURV,1
2108414,FIELD PRACTICE ON DIGITAL MAPPING,การทำแผนที่ดิจิตอลภาคสนาม,FLD PRAC DIG MAP,1
2108414,FIELD PRACTICE ON DIGITAL MAPPING,การทำแผนที่ดิจิทัลภาคสนาม,FLD PRAC DIG MAP,1
2108435,ADVANCED MATHEMATICAL TOOLS IN GEOMATICS,เครื่องมือทางคณิตศาสตร์ขั้นสูงสำหรับจีออเมติกส์,ADV MATH TOOL GEOM,2
2108442,CARTOGRAPHY,การแผนที่,CARTOGRAPHY,3
2108453,PRINCIPLES OF GEOGRAPHIC INFORMATION SYSTEMS,หลักการสารสนเทศภูมิศาสตร์,PRIN GEOG INFO SYS,3
2108495,ADVANCD TOPICSIN SURVEY ENGINEERING I,\N,ADV TOPICS I,3
2108496,ADANCED TOPICS IN SURVEY ENGINEERING II,\N,ADV TOPICS II,3
2108497,SPECIAL PROBLEMS IN SURVEY ENGINEERING I,\N,SPEC PROB I,3
2108498,SPECIAL PROBLEMS IN SUEVEY ENGINEERING II,\N,SPEC PROB II,3
2108499,SURVEY ENGINEERING PROJECT,\N,SURV ENG PROJECT,3
2108556,ONLINE SPATIAL INFORMATION TECHNOLOGY,เทคโนโลยีสารสนเทศปริภูมิออนไลน์,ONLINE SPAT IT,3
2108592,SEMINAR IN GEOINFORMATIC TECHNOLOGY,สัมมนาเทคโนโลยีภูมิสารสนเทศ,SEM GEOINFO TECH,3
2109101,ENGINEERING MATERIALS,วัสดุวิศวกรรม,ENG MATERIALS,3
2110101,COMPUTER PROGRAMMING,การทำโปรแกรมคอมพิวเตอร์,COMP PROG,3
2110183,INTRODUCTION TO COMPUTER AND PROGRAMMING,ความรู้เบื้องต้นเกี่ยวกับคอมพิวเตอร์และการทำงานโปรแกรม,INTRO COMP PROG,3
2110191,INNOVATIVE THINKING,การคิดเชิงนวัตกรรม,INNOV THINK,3
2110200,DISCRETE STRUCTURES,โครงสร้างดิสครีต,DISCRETE STRUC,3
2110211,INTRODUCTION TO DATA STRUCTURE,ความรูู้เบื่องต้นเกี่ยวกับโครงสร้างข้อมูล,INTRO DATA STRUCT,3
2110215,PROGRAMMING METHODOLOGY I,วิธีวิทยาการทำโปรแกรม 1,PROG METH I,3
2110263,DIGITAL COMPUTER LOGIC LABORATORY I,การปฏิบัติการทางตรรกศาสตร์ของดิจิตอลคอมพิวเตอร์ 1,DIG LOGIC LAB I,1
2110318,DISTRIBUTED SYSTEMS ESSENTIALS,หลัักการของระบบกระจาย,DIS SYS ESSEN,1
2110327,ALGORITHM DESIGN,การออกแบบอัลกอริทึม,ALGORITHM DESIGN,3
2110422,DATABASE MANAGEMENT SYSTEMS DESIGN,การออกแบบระบบการจัดการฐานข้อมูล,DB MGT SYS DESIGN,3
2110711,THEORY OF COMPUTATION,ทฤษฎีการคำนวณ,THEORY COMPUTATION,3
2110713,OPTIMIZATION METHODS,วิธีการหาค่าเหมาะที่สุด,OPTIMIZATION METHO,3
2110714,DIGITAL SYSTEMS,ระบบเชิงเลข,DIGITAL SYSTEMS,3
2110716,SEMINAR I,สัมมนา 1,SEMINAR I,1
2110717,SEMINAR II,สัมมนา 2,SEMINAR II,1
2110718,SEMINAR III,สัมมนา 3,SEMINAR III,1
2110719,SEMINAR IV,สัมมนา 4,SEMINAR IV,1
2110722,SOFTWARE PROJECT MANAGEMENT,การจัดการโครงการทางซอฟต์แวร์,S/W PROJ MGT,3
2110731,DISTRIBUTED SYSTEMS,ระบบกระจาย,DISTRIBUT SYS,3
2110743,MACHINE LEARNING,การเรียนรู้ของเครื่อง,MACHINE LEARNING,3
2110773,DATA MINING,การทำเหมืองข้อมูล,DATA MINING,3
2110828,DISSERTATION,วิทยานิพนธ์,DISSERTATION,48
2110894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์ระดับดุษฎีบัณฑิต,DOC DISSERT SEM,0
2110897,QUALIFYING EXAMINATION,การสอบวัดคุณสมบัติ,QUALIFYING EXAM,0
2111330,MODIFICATION OF MATERIAL PROPERTIES USING RADIATION,การปรับปรุงสมบัติของวัสดุโดยใช้รังสี,MOD MAT PROP RAD,3
2112210,WATER AND SOCIETY,น้ำกับสังคม,WATER/SOC,3
2112341,HYDROLOGY,อุทกวิทยา,HYDROLOGY,2
2112344,HYDRAULIC LABORATORY I,ปฏิบัติการชลศาสตร์ 1,HYDRAULIC LAB I,1
2112346,HYDRAULICS I,ชลศาสตร์ 1,HYDRAULICS I,3
2112505,WATER RESOURCES PLANNING AND MANAGEMENT,การวางแผนและบริหารจัดการทรัพยากรน้ำ,WAT RES PLAN MGT,3
2200183,THAI CIVILIZATION,อารยธรรมไทย,THAI CIV,3
2200185,SURVEY OF ARTIFACTS AND ARCHAEOLOGICAL SITES IN THAILAND,ปริทัศน์ศิลปะและโบราณวัตถุสถานในประเทศไทย,SURV ART ARCH THAI,3
2200201,ACADEMIC REPORT WRITING,การเขียนรายงานเชิงวิชาการ,ACAD REPORT WRIT,3
2200201,ACADEMIC REPORT WRITING,การเขียนรายงานเชิงวิชาการ,ACAD REPORT WRIT,3
2200226,FOLK MUSIC IN THAI SOCIETY,ดนตรีพื้นเมืองในสังคมไทย,FOLK MUS TH SOC,3
2200330,TIPITAKA AND WAYS OF LIFE,พระไตรปิฎกกับวิถีชีวิต,TIPITAKA/LIFE,3
2200394,CUSTOMS AND FESTIVALS IN THAI SOCIETY,ประเพณีและเทศกาลในสังคมไทย,CUST/FEST TH SOC,3
2201111,THE USE OF THE THAI LANGUAGE,การใช้ภาษาไทย,USE THAI LANG,3
2201111,THE USE OF THE THAI LANGUAGE,การใช้ภาษาไทย,USE THAI LANG,3
2201111,THE USE OF THE THAI LANGUAGE,การใช้ภาษาไทย,USE THAI LANG,3
2201181,THAI LANGUAGE I,ภาษาไทย 1,THAI LANGUAGE I,3
2201783,PRAGMATIC ANALYSIS OF THAI,การวิเคราะห์ภาษาไทยตามแนววัจนปฏิบัติศาสตร์,PRAG ANAL TH,3
2201828,DISSERTATION,วิทยานิพนธ์,DISSERTATION,48
2201840,SEMINAR IN THE THEORIES OF LITERARY CRITICISM,สัมมนาทฤษฎีวรรณคดีวิจารณ์,SEM THEO LIT CRITI,3
2201840,SEMINAR IN THE THEORIES OF LITERARY CRITICISM,สัมมนาทฤษฎีวรรณคดีวิจารณ์,SEM THEO LIT CRITI,3
2201843,SEMINAR IN THE JATAKA LITERATURE,สัมมนาวรรณคดีชาดก,SEM JATAKA LIT,3
2201843,SEMINAR IN THE JATAKA LITERATURE,สัมมนาวรรณคดีชาดก,SEM JATAKA LIT,3
2201855,SEMINAR IN LITERATURE OF THE RATANAKOSIN PERIOD,สัมมนาวรรณคดีรัตนโกสินทร์,SEM LIT RAT PERIO,3
2201855,SEMINAR IN LITERATURE OF THE RATANAKOSIN PERIOD,สัมมนาวรรณคดีรัตนโกสินทร์,SEM LIT RAT PERIO,3
2201856,SEMINAR IN LITERATURE OF THE AYUDHAYA PERIOD,สัมมนาวรรณคดีอยุธยา,SEM LIT AYUD PERIO,3
2201856,SEMINAR IN LITERATURE OF THE AYUDHAYA PERIOD,สัมมนาวรรณคดีอยุธยา,SEM LIT AYUD PERIO,3
2201863,SEMINAR IN OLD THAI,สัมมนาภาษาไทยสมัยเก่า,SEMI OLD THAI,3
2201863,SEMINAR IN OLD THAI,สัมมนาภาษาไทยสมัยเก่า,SEMI OLD THAI,3
2201865,ANALYSIS OF THAI,ภาษาไทยวิเคราะห์,ANALYSIS OF THAI,3
2201865,ANALYSIS OF THAI,ภาษาไทยวิเคราะห์,ANALYSIS OF THAI,3
2201866,THE DEVELOPMENT OF THE THAI LANGUAGE,วิวัฒนาการของภาษาไทย,DEVELOP TH LANG,3
2201866,THE DEVELOPMENT OF THE THAI LANGUAGE,วิวัฒนาการของภาษาไทย,DEVELOP TH LANG,3
2201884,SEMINAR IN MODERN THAI LITERARY WORKS,สัมมนาวรรณกรรมไทยปัจจุบัน,SEM MOD TH LIT WRK,3
2201884,SEMINAR IN MODERN THAI LITERARY WORKS,สัมมนาวรรณกรรมไทยปัจจุบัน,SEM MOD TH LIT WRK,3
2201885,SPECIAL STUDIES IN THAI LANGUAGE,การศึกษาพิเศษทางภาษาไทย,SPEC STUD LANG,3
2201886,SPECIAL STUDIES IN THAI LITERATURE I,การศึกษาพิเศษทางวรรณคดีไทย 1,SPEC STUD LIT I,3
2201894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์ระดับดุษฎีบัณฑิต,DOC DISSERT SEM,0
2201897,QUALIFYING EXAMINATION,การสอบวัดคุณสมบัติ,QUALIFYING EXAM,0
2204180,CIVILIZATION,อารยธรรม,CIVILIZATION,3
2204202,MODERN THAI HISTORY,ประวัติศาสตร์ไทยสมัยใหม่,MOD TH HIST,3
2204372,SOUTHEAST ASIAN HISTORY FROM THE END OF THE NINETEENTH CENTURY TO THE,ประวัติศาสตร์เอเชียตะวันออกเฉียงใต้ตั้งแต่ปลายคริสต์วรรษที่ 19ถึงปัจจุบัน,SEA HIST 19C-PRES,3
2204382,EUROPE AFTER WORLD WAR II,ยุโรปหลังสงครามโลกครั้งที่สอง,EUR AFTER WWII,3
2204395,"CHINA,JAPAN,AND KOREA IN THE TWENTIETH CENTURY",จีน ญีปุ่น เกาหลี สมัยคริสต์ศตวรรษที่ 20,CH JP KOR 20C,3
2205205,WORLD GEOGRAPHY I,ภูมิศาสตร์ภูมิภาคของโลก 1,WORLD GEOG I,2
2205205,WORLD GEOGRAPHY I,ภูมิศาสตร์ภูมิภาคของโลก 1,WORLD GEOG I,2
2205211,PHYSICAL SYSTEMS OF THE ENVIRONMENT,ระบบกายภาพในสภาพแวดล้อม,PHYS SYST ENV,3
2206101,RESEARCH AND ACADEMIC REPORT WRITING,การค้นคว้าและเขียนรายงานเชิงวิชาการ,RES ACAD REP WRIT,3
2207103,PHILOSOPHY AND LOGIC,ปรัชญาและตรรกวิทยา,PHILOS LOGIC,3
2207203,PHILOSOPHY AND FILMS,ปรัชญากับภาพยนตร์,PHILOS/FILMS,3
2207341,SYMBOLIC LOGIC,ตรรกวิทยาสัญญลักษณ์,SYMBOLIC LOGIC,3
2207474,CHINESE PHILOSOPHY,ปรัชญาจีน,CHINESE PHILOS,3
2207629,SELECTED TOPICS IN METAPHYSICE,เรื่องคัดสรรทางอภิปรัชญา,SEL TOP METAPHYS,3
